bs,discount,num_features,num_selected,lambda,kernel1_size,kernel2_size,num_skip,participant1,participant2,test_acc,n_shots,sim_acc,svm_acc,knn_total_acc,Open Door 2,Close Door 2,Close Fridge,Close Dishwasher,Close Drawer 1,Close Drawer 2,Close Drawer 3,Clean Table,Drink from Cup,Toggle Switch,sim Open Door 1,sim Close Door 1,sim Open Fridge,sim Open Dishwasher,sim Open Drawer 1,sim Open Drawer 2,sim Open Drawer 3,svm Open Door 1,svm Close Door 1,svm Open Fridge,svm Open Dishwasher,svm Open Drawer 1,svm Open Drawer 2,svm Open Drawer 3,knn Open Door 1,knn Close Door 1,knn Open Fridge,knn Open Dishwasher,knn Open Drawer 1,knn Open Drawer 2,knn Open Drawer 3,len_source,len_target,sim_source,sim_target,svm_source,svm_target,knn_source,knn_target
80,0.9,256,2,0.0001,2,1,1,1,1,0.9745222929936306,1,0.7092436974789916,0.7092436974789916,0.7092436974789916,0.95,0.9758064516129032,0.9759036144578314,0.8888888888888888,1.0,1.0,0.9117647058823529,1.0,0.996606334841629,1.0,0.8470588235294118,0.6588235294117647,0.7529411764705882,0.9058823529411765,1.0,0.11764705882352941,0.6823529411764706,0.8470588235294118,0.6588235294117647,0.7529411764705882,0.9058823529411765,1.0,0.11764705882352941,0.6823529411764706,0.8470588235294118,0.6588235294117647,0.7529411764705882,0.9058823529411765,1.0,0.11764705882352941,0.6823529411764706,1067,1067,0.4329896907216495,0.895032802249297,0.09278350515463918,0.9784442361761949,0.6410496719775071,0.9165885660731021
80,0.9,256,2,0.0001,2,1,1,1,1,0.9745222929936306,2,0.7670068027210885,0.7482993197278912,0.7380952380952381,0.95,0.9758064516129032,0.9759036144578314,0.8888888888888888,1.0,1.0,0.9117647058823529,1.0,0.996606334841629,1.0,0.8095238095238095,0.8095238095238095,0.7619047619047619,0.8571428571428571,1.0,0.3333333333333333,0.7976190476190477,0.8214285714285714,0.7976190476190477,0.7380952380952381,0.8571428571428571,1.0,0.17857142857142858,0.8452380952380952,0.8333333333333334,0.7857142857142857,0.75,0.8214285714285714,0.7261904761904762,0.5238095238095238,0.7261904761904762,1060,1060,0.55,0.8754716981132076,0.22924528301886793,0.9471698113207547,0.7339622641509433,0.8160377358490566
80,0.9,256,2,0.0001,2,1,1,1,1,0.9745222929936306,3,0.8347676419965576,0.8192771084337349,0.7314974182444062,0.95,0.9758064516129032,0.9759036144578314,0.8888888888888888,1.0,1.0,0.9117647058823529,1.0,0.996606334841629,1.0,0.7831325301204819,0.891566265060241,0.7831325301204819,0.8433734939759037,0.963855421686747,0.7228915662650602,0.8554216867469879,0.8192771084337349,0.7951807228915663,0.7349397590361446,0.891566265060241,0.9759036144578314,0.7108433734939759,0.8072289156626506,0.5903614457831325,0.8433734939759037,0.7831325301204819,0.8313253012048193,0.7228915662650602,0.6265060240963856,0.7228915662650602,1053,1053,0.5555555555555556,0.8755935422602089,0.3504273504273504,0.9430199430199431,0.8129154795821463,0.8366571699905033
80,0.9,256,2,0.0001,2,1,1,1,1,0.9745222929936306,4,0.8327526132404182,0.8310104529616724,0.7630662020905923,0.95,0.9758064516129032,0.9759036144578314,0.8888888888888888,1.0,1.0,0.9117647058823529,1.0,0.996606334841629,1.0,0.7195121951219512,0.9146341463414634,0.7804878048780488,0.8048780487804879,0.9390243902439024,0.8170731707317073,0.8536585365853658,0.7560975609756098,0.9024390243902439,0.7560975609756098,0.8780487804878049,0.9390243902439024,0.8048780487804879,0.7804878048780488,0.5365853658536586,0.9390243902439024,0.7804878048780488,0.8414634146341463,0.7804878048780488,0.7439024390243902,0.7195121951219512,1046,1046,0.5669216061185468,0.890057361376673,0.4933078393881453,0.9512428298279159,0.7877629063097514,0.8556405353728489
80,0.9,256,2,0.0001,2,1,1,1,1,0.9745222929936306,5,0.8271604938271605,0.8377425044091711,0.7742504409171076,0.95,0.9758064516129032,0.9759036144578314,0.8888888888888888,1.0,1.0,0.9117647058823529,1.0,0.996606334841629,1.0,0.7160493827160493,0.9135802469135802,0.7777777777777778,0.7777777777777778,0.9259259259259259,0.8148148148148148,0.8641975308641975,0.7283950617283951,0.9259259259259259,0.7777777777777778,0.8765432098765432,0.9012345679012346,0.8888888888888888,0.7654320987654321,0.5802469135802469,0.9382716049382716,0.7777777777777778,0.8395061728395061,0.7777777777777778,0.7530864197530864,0.7530864197530864,1039,1039,0.5668912415784408,0.8960538979788258,0.6015399422521656,0.944177093358999,0.7988450433108758,0.8469682386910491
80,0.9,256,2,0.0001,2,1,1,1,2,0.9759377211606511,1,0.6317907444668008,0.6317907444668008,0.6317907444668008,0.9357142857142857,0.9112903225806451,0.9518072289156626,0.9555555555555556,0.75,1.0,0.9705882352941176,1.0,0.9660633484162896,1.0,0.8732394366197183,0.014084507042253521,0.5352112676056338,0.4647887323943662,0.8873239436619719,0.6619718309859155,0.9859154929577465,0.8732394366197183,0.014084507042253521,0.5352112676056338,0.4647887323943662,0.8873239436619719,0.6619718309859155,0.9859154929577465,0.8732394366197183,0.014084507042253521,0.5352112676056338,0.4647887323943662,0.8873239436619719,0.6619718309859155,0.9859154929577465,1049,1049,0.7283126787416587,0.9275500476644424,0.43946615824594853,0.998093422306959,0.6959008579599618,0.7874165872259294
80,0.9,256,2,0.0001,2,1,1,1,2,0.9759377211606511,2,0.6653061224489796,0.6857142857142857,0.7183673469387755,0.9357142857142857,0.9112903225806451,0.9518072289156626,0.9555555555555556,0.75,1.0,0.9705882352941176,1.0,0.9660633484162896,1.0,0.6571428571428571,0.8857142857142857,0.22857142857142856,0.45714285714285713,0.8285714285714286,0.6,1.0,0.6428571428571429,0.9,0.32857142857142857,0.4714285714285714,0.8285714285714286,0.6285714285714286,1.0,0.6428571428571429,0.8857142857142857,0.5571428571428572,0.44285714285714284,0.8857142857142857,0.6285714285714286,0.9857142857142858,1042,1042,0.6679462571976967,0.9328214971209213,0.7399232245681382,0.9452975047984645,0.7667946257197696,0.8646833013435701
80,0.9,256,2,0.0001,2,1,1,1,2,0.9759377211606511,3,0.660455486542443,0.7080745341614907,0.6438923395445134,0.9357142857142857,0.9112903225806451,0.9518072289156626,0.9555555555555556,0.75,1.0,0.9705882352941176,1.0,0.9660633484162896,1.0,0.6811594202898551,0.8115942028985508,0.2753623188405797,0.4927536231884058,0.8840579710144928,0.5362318840579711,0.9420289855072463,0.6666666666666666,0.8985507246376812,0.4782608695652174,0.463768115942029,0.8985507246376812,0.5652173913043478,0.9855072463768116,0.8115942028985508,0.8260869565217391,0.4492753623188406,0.4492753623188406,0.8260869565217391,0.5652173913043478,0.5797101449275363,1035,1035,0.663768115942029,0.9371980676328503,0.7990338164251207,0.961352657004831,0.7971014492753623,0.9062801932367149
80,0.9,256,2,0.0001,2,1,1,1,2,0.9759377211606511,4,0.7331932773109243,0.7542016806722689,0.680672268907563,0.9357142857142857,0.9112903225806451,0.9518072289156626,0.9555555555555556,0.75,1.0,0.9705882352941176,1.0,0.9660633484162896,1.0,0.6470588235294118,0.8970588235294118,0.6911764705882353,0.3382352941176471,0.9264705882352942,0.6470588235294118,0.9852941176470589,0.6470588235294118,0.9411764705882353,0.7205882352941176,0.4117647058823529,0.8676470588235294,0.7058823529411765,0.9852941176470589,0.8088235294117647,0.8235294117647058,0.5441176470588235,0.4411764705882353,0.7794117647058824,0.75,0.6176470588235294,1028,1028,0.703307392996109,0.9348249027237354,0.7889105058365758,0.9659533073929961,0.8336575875486382,0.933852140077821
80,0.9,256,2,0.0001,2,1,1,1,2,0.9759377211606511,5,0.7228144989339019,0.7420042643923241,0.6716417910447762,0.9357142857142857,0.9112903225806451,0.9518072289156626,0.9555555555555556,0.75,1.0,0.9705882352941176,1.0,0.9660633484162896,1.0,0.6567164179104478,0.8805970149253731,0.6567164179104478,0.23880597014925373,0.9104477611940298,0.7313432835820896,0.9850746268656716,0.6417910447761194,0.9402985074626866,0.746268656716418,0.26865671641791045,0.835820895522388,0.7761194029850746,0.9850746268656716,0.7611940298507462,0.8208955223880597,0.5970149253731343,0.3283582089552239,0.7761194029850746,0.8059701492537313,0.6119402985074627,1021,1021,0.7179236043095005,0.8276199804113614,0.8325171400587659,0.9764936336924583,0.8570029382957884,0.9471106758080313
